COGID	L1	L2	L3	L4	ND1	ND2	ND3	ND4	ND5	Description
COG2380	12.69	13.65	16.42	16.76	28.01	12.19	36.36	10.83	40.85	COGs COG2380 conserved
COG2382	152.14	151.94	172.73	146.06	272.54	199.77	250.29	208.03	263.72	esterase
COG2384	144	121.41	142.2	107.1	100.61	141.98	100.89	125.23	132.21	tRNA (adenine(22)-N(1))-methyltransferase
COG2385	391.86	300.2	366.53	296.75	325.15	324.62	316.72	329.04	312.37	Ami_2
COG2386	3.45	2.88	1.93	1.59	1.68	1.93	2.04	2.59	3.95	PFAM Cytochrome c-type biogenesis protein CcmB
COG2388	3.97	10.62	10.41	7.21	7.77	12.19	7.47	12.54	7.66	GCN5-related N-acetyl-transferase
COG2390	32.11	42.04	41.12	35.42	31.49	37.34	36.56	36.35	29.98	Putative sugar-binding domain
COG2391	28.81	20.42	16.05	14.41	18	28.5	34.97	20.59	29.89	Sulphur transport
COG2402	13.08	9.79	10.65	7.41	11.25	6.7	12.07	5.88	6.66	PIN domain
COG2403	0	0	0	0	0	0	0	0	0	cyclic 2,3-diphosphoglycerate synthetase activity
COG2404	17.59	15.1	10.06	4.04	7.03	14.62	22.89	5.9	12.34	phosphohydrolase (DHH superfamily)
COG2405	45.51	69.42	58.58	67.32	77.61	57.18	73.6	75.65	64.87	Domain of unknown function (DUF3368)
COG2406	0.65	0.64	0.3	1.26	2.07	2.76	3.4	3.32	1.66	Ferritin-like domain
COG2407	331.02	339.38	360.75	400.36	260.29	359.45	297.96	299.97	300.66	Converts the aldose L-fucose into the corresponding ketose L-fuculose
COG2409	8.74	5.16	5.25	1.44	2.4	3.36	2.01	6.12	8.08	MMPL family
COG2410	4.62	0.4	1.08	1.43	1.26	0.64	1.42	0.79	0.67	Protein of unknown function (DUF429)
COG2411	0	0	0	0	0	0	0	0	0	ASCH
COG2414	17.97	19.99	16.06	14.49	11.57	9.38	9.46	8.61	13.34	Aldehyde ferredoxin oxidoreductase, N-terminal domain
COG2421	18.67	17.39	12.08	12.15	12.04	11.43	13.98	14.17	15.32	Acetamidase/Formamidase family
COG2423	36.51	101.75	52.29	95.85	47.26	51	56.04	53.98	70.64	Ornithine cyclodeaminase mu-crystallin family
COG2425	177.03	167.44	166.79	170.26	162.2	246.12	196.42	206.58	221.99	von Willebrand factor (vWF) type A domain
COG2426	80.4	68.02	75.52	61.36	41.89	44.22	52.03	39.23	43.62	small multi-drug export
COG2427	0.14	0.03	0.02	0	0.05	0	0	0	0	Protein of unknown function (DUF1641)
COG2431	22.55	26.84	20.43	27.37	42.84	38.41	39.53	45.87	28.44	Psort location CytoplasmicMembrane, score 10.00
COG2433	438.78	647.09	667.53	379.03	650.59	1124.64	453.47	1118.61	828.11	Phage minor structural protein
COG2440	1.85	1.64	1.47	0.58	3.11	3.67	3.67	3.52	3.57	electron transfer
COG2442	1.1	2.97	0.05	1.11	0.93	1.09	0.34	0.47	0.36	Protein of unknown function (DUF433)
COG2445	1.07	0.49	0.78	0.43	5.72	0.43	2.17	0.03	1.11	Protein of unknown function DUF86
COG2452	210.52	231.82	199.81	257.81	666.2	434.92	604.74	623.01	693.04	Resolvase, N terminal domain
COG2453	2.45	2.39	2.08	6.03	0.46	1.08	0.24	1.47	0.68	PFAM Dual specificity protein phosphatase
COG2454	55.1	38.44	55.34	43.88	17.79	32.53	40.8	19.2	17.99	Protein of unknown function (DUF434)
COG2456	59.93	49.65	62.87	32.12	28.16	20.79	21.9	24.17	22.92	Uncharacterized conserved protein (DUF2304)
COG2461	95.27	91.48	104.65	50.1	118.37	129.69	99.5	125.98	190.13	PAS domain
COG2501	65.41	70.74	75.57	44.4	51.74	67.21	53.9	58.07	56.04	S4 domain
COG2502	139.62	145.31	170.48	135.78	193.15	163.67	187.27	166.8	200.6	aspartate--ammonia ligase
COG2503	0.14	0.96	0.38	0.19	1.76	2.76	1.6	0.04	1.19	Alpha-1,2-mannosidase
COG2508	167.52	176.85	160.6	131.54	135.94	115.66	106.85	107.22	122.71	Psort location Cytoplasmic, score
COG2509	378.59	402.29	399.97	408.5	368.24	422.97	358.1	415.79	394.69	'oxidoreductase
COG2510	143.99	103.1	114.88	92.83	87.8	100.9	101.03	96.61	95.67	Psort location CytoplasmicMembrane, score
COG2512	0.63	1.67	0.89	0.92	0.97	2.65	5.4	2.73	0.62	Putative ATP-dependent DNA helicase recG C-terminal
COG2513	115.65	106.05	94.25	80.24	114.9	120.17	126.37	108.8	118.42	Phosphoenolpyruvate phosphomutase
COG2514	0.09	0.38	0.49	0.15	0.13	0.34	0.52	0.31	0.4	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
COG2515	63.19	23.21	41.66	30.89	32.68	21.63	18.53	16.21	24.03	Pyridoxal-phosphate dependent enzyme
COG2516	0.94	1.42	8.26	2.98	6.6	0.22	0.72	1.41	0.45	SMART Elongator protein 3 MiaB NifB
COG2517	0	0	0	0	0	0	0	0	0	flagellar biosynthesis regulator FlhF
COG2518	26.87	18.06	11.97	11.56	10.61	15.17	19.38	15.99	19.15	Methyltransferase domain
COG2519	40.36	90.79	44.95	115.63	16.66	30.02	32.37	32.42	20.37	Catalyzes the S-adenosyl-L-methionine-dependent formation of N(1)-methyladenine at position 58 (m1A58) in tRNA
COG2520	9.9	4.61	8.6	6.81	24.39	6.71	4.15	8.06	6.67	TIGRFAM methyltransferase FkbM family
COG2521	7.64	5.15	4.64	2.71	0.05	0.25	0.18	0.07	0	Belongs to the N(4) N(6)-methyltransferase family
COG2522	23.84	352.67	286.37	115.33	31.83	20.95	28.17	11.96	12.82	Helix-turn-helix XRE-family like proteins
COG2524	1.52	2.62	1.55	1.05	0.43	0.61	0.16	0.7	1.2	DHHA2 domain
COG2602	263.41	162.83	233.03	156.98	182.53	224.09	164.29	189.51	192.22	BlaR1 peptidase M56
COG2603	0	0	0	0	2.34	4.36	8	3.85	5.64	Rhodanese Homology Domain
COG2604	102.72	100.22	112.63	55.79	67.49	77.99	88.09	90.35	60.45	Protein of unknown function DUF115
COG2605	117.71	103.88	133.19	104.01	137.11	119.09	138.93	122.86	123.19	GHMP kinases C terminal
COG2606	320.71	277.13	290.44	286.51	301.05	342.64	308.2	321.27	310.81	Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily
COG2607	174.04	147.13	178.12	129.99	135.09	171.35	142.08	146.14	154.09	Protein of unknown function (DUF815)
COG2608	182.14	173.94	184.01	148.09	192.86	177.74	202.85	194.37	187.41	Heavy metal-associated domain protein
COG2609	0.62	0.85	0.46	0.01	0.23	0.29	0.61	1.65	1.58	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
COG2610	89.23	75.7	86.76	68.47	77.08	72.84	98.86	67.33	76.25	GntP family permease
COG2703	453.73	359.67	434.12	288.93	419.17	518.33	391.21	461.03	490.1	Hemerythrin HHE cation binding domain
COG2704	33.35	23.33	15.43	16.31	19	20.46	31.35	26.04	21.49	Psort location CytoplasmicMembrane, score 10.00
COG2706	165.79	124.25	166.69	115.01	122.38	136.02	91.8	124.4	114.82	Lactonase, 7-bladed beta-propeller
COG2707	1.52	0.86	1.05	0.96	2.2	5.12	2.16	1.55	3.15	Protein of unknown function (DUF441)
COG2710	9.94	11.4	8.49	8.74	6.45	3.06	4.67	5.03	4.32	Nitrogenase component 1 type Oxidoreductase
COG2715	234.14	180.68	207.59	149.77	199.6	227.3	204.22	225.32	189.49	membrane protein required for spore maturation
COG2716	0.48	0.33	0.2	0.21	2.48	1.73	1.31	3.18	3.21	ACT domain
COG2717	4.11	2.53	1.88	1.88	1.09	1.48	0.67	1.68	1.21	Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. MsrQ provides electrons for reduction to the reductase catalytic subunit MsrP, using the quinone pool of the respiratory chain
COG2718	0	0	0	0	0.14	0.13	0.45	1.03	1.4	Protein of unknown function (DUF444)
COG2719	0	0	0	0	0.03	0.03	0.21	0.5	0.59	PFAM SpoVR family protein
COG2720	383.2	273.2	366.25	261.46	254.05	300.84	245.98	288.02	241.9	vancomycin resistance protein
COG2721	121.85	83.25	86.17	84.17	180.34	158.96	208.59	137.74	210.76	D-galactarate dehydratase Altronate hydrolase
COG2723	521.24	457.44	605.72	399.87	356.72	365.13	317.1	356.62	324.41	Belongs to the glycosyl hydrolase 1 family
COG2730	506.22	411.67	497.47	453.6	664.89	765.78	732.11	725.05	740.13	Carbohydrate binding family 6
COG2731	153.9	174.76	159.78	186.29	157.53	159.1	148.6	161.94	125.77	Domain of unknown function (DUF386)
COG2732	22.3	26.63	25.45	20.83	19.89	16.67	25.4	16.87	13.93	Barstar (barnase inhibitor)
COG2733	0.14	0.09	3.76	0.25	0.86	0.75	1.48	1.09	0.97	Phage minor capsid protein 2
COG2738	157.2	183.67	166.92	214.39	108.77	162.43	120.41	136.84	128.48	Putative neutral zinc metallopeptidase
COG2739	118.86	99.37	120.18	79.96	92.14	113.08	92.39	97.73	87.85	Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY ffh. May be a regulatory protein
COG2740	82.69	72.83	86.8	55.01	57.14	84.42	65.48	74.91	78.99	Protein of unknown function (DUF448)
COG2746	46.79	58.32	69.19	39.42	53.77	33.87	52.18	43.89	122.42	Aminoglycoside 3-N-acetyltransferase
COG2747	65.95	42.4	62.32	39.17	62.92	87.95	48.67	85.97	71.09	Anti-sigma-28 factor, FlgM
COG2755	2586.34	2805.15	2701.14	3135.78	2446.14	2613.65	2389.45	2545.71	2497.94	Glycosyl hydrolases family 28
COG2759	237.56	262.7	255.01	273.87	165.78	211.39	182.57	186.74	202.38	Formyltetrahydrofolate synthetase
COG2761	21.16	31.17	27.71	12.1	18.19	16.56	13.52	25.06	17.27	Thioredoxin
COG2764	49.05	49.13	52.22	40.31	45.23	41.53	47.23	56.39	39.62	3-demethylubiquinone-9 3-methyltransferase
COG2766	0.14	0.13	0.03	0	0.2	0.28	0.42	0.98	1.28	serine protein kinase
COG2768	511.04	430.66	484.74	432.33	453.19	441.3	505.91	443.45	429.52	Domain of unknown function (DUF362)
COG2770	363.32	260.12	341.37	227.65	238.74	266.26	244.94	265.91	228.46	HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain
COG2771	52.15	35.46	37.8	34.49	41.34	36.8	27.99	29.78	37.27	luxR family
COG2801	2782.88	2652.37	3057.21	2640.5	4367.96	8051.25	4552.91	7639.05	4859.89	Mu transposase, C-terminal
COG2802	0	0	0	0	0.22	0.27	0.41	0.96	0.97	ATP-dependent protease La (LON) substrate-binding domain
COG2804	120.23	235.33	206.23	324.2	67.47	71.79	74.06	70.26	89.55	type II secretion system protein E
COG2805	138.41	253.02	212.32	313.18	87.52	94.68	93.33	86.83	103.5	twitching motility protein
COG2807	23	72.7	40.7	85.64	28.68	18.89	17.05	20.87	20.98	Major Facilitator Superfamily
COG2808	0.5	0.71	0.47	0	0.29	0.49	0.44	1.24	0.38	Putative FMN-binding domain
COG2810	11.37	20.2	11.55	11.14	30.75	18.34	41.74	21.13	14.71	amidase activity
COG2812	548.95	526.99	569.19	530.39	469.06	481.93	474.72	449.98	539.75	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity
COG2813	13.06	29.69	29.95	10.18	26.27	13.82	36.46	17.73	61.71	Methyltransferase small domain protein
COG2814	1142.81	1498.6	1143.92	1704.96	833.09	781.73	802.61	891.31	897.75	Major Facilitator
COG2815	227.52	236.19	179.52	197.76	179.63	194.02	168.06	170.21	190.03	Protein tyrosine kinase
COG2816	220.29	150.14	190.73	127.34	181.22	173.97	172.92	192.19	189.51	NADH pyrophosphatase zinc ribbon domain
COG2818	166.22	225.68	167.16	225.76	124.35	138.35	131.69	139.94	125.14	Methyladenine glycosylase
COG2819	73.76	100.35	93.12	58.2	107.29	125.47	86.05	117.4	115.25	Putative esterase
COG2820	330.75	311.97	318.37	287.39	310.48	284.59	345.9	301.75	361.76	Catalyzes the reversible phosphorylytic cleavage of uridine and deoxyuridine to uracil and ribose- or deoxyribose-1- phosphate. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis
COG2821	0.36	0.06	0	0.04	3.08	2.29	2.29	4.41	4.44	MltA specific insert domain
COG2822	0	0	0	0	0.29	0.23	0.9	1.09	1.64	Imelysin
COG2823	2.39	1.69	0.58	0.1	2.78	2.31	2.41	5.25	6.15	BON domain
COG2824	0.8	0.54	0.48	0	0	0.05	0.05	0	0.2	Alkylphosphonate utilization operon protein PhnA
COG2825	190.3	233.37	170.52	300.18	302.32	258.06	280.81	327.31	237.86	Belongs to the skp family
COG2826	702.82	481.11	528.37	456.32	1068.25	1048.57	753.61	906.27	712	PFAM Integrase catalytic region
COG2827	38.07	47.51	46.77	30.99	30.43	31.19	31.81	28.09	29.68	GIY-YIG catalytic domain
COG2828	9.86	8.4	12.48	9.06	6.33	5.83	13.03	6.1	7.06	PrpF protein
COG2829	68.53	59.45	50.35	67.67	105.97	70.9	79.02	101.68	85.62	Phospholipase A1
COG2830	62.31	50.99	43.68	63.87	94.87	72.6	78.64	100.48	84.02	Protein of unknown function (DUF452)
COG2831	0.59	0.64	0.38	0.33	1.81	1.92	1.8	3.38	2.13	Haemolysin secretion/activation protein ShlB/FhaC/HecB
COG2832	24.06	31.39	27.64	22.25	12.39	16.75	8.91	16.31	11.18	Psort location CytoplasmicMembrane, score
COG2833	9.63	1.59	0.26	0	2.42	5.6	8.64	3.16	6.07	hmm pf04305
COG2834	202.04	197.6	177.3	197.69	177.03	169.51	194.09	171.95	126.26	Domain of unknown function (DUF4367)
COG2835	0.22	0.28	0	0	0.54	0.33	0.52	1.2	1.28	Belongs to the UPF0434 family
COG2836	10.19	2.44	1.02	0.49	2.55	5.04	9.14	4.17	7.26	Cytochrome C biogenesis protein transmembrane region
COG2837	2.63	2.45	1.49	1.61	3.04	6.88	3.12	2.57	5.11	Peroxidase
COG2838	18.33	4.8	1.34	0.05	3.75	7.07	12.94	5.84	9.81	Isocitrate dehydrogenase
COG2839	11.95	62.12	29.57	84.27	52.73	44.63	48.8	56.2	46.06	Psort location CytoplasmicMembrane, score
COG2840	0.79	0.57	0.23	0	2.43	1.91	2.7	3.65	3.7	PFAM Smr protein MutS2
COG2841	5.6	2.75	0.3	0	1.34	2.63	3.45	0.86	1.41	Protein of unknown function (DUF465)
COG2842	208.44	163.03	160.47	193.55	205.22	245.83	197.2	260.05	175.75	AAA domain
COG2843	493.53	363.4	491.61	334.19	404.88	418.72	365.22	423.42	483.84	Bacterial capsule synthesis protein PGA_cap
COG2844	3.82	4.01	4.12	2.77	7.13	8.68	19.72	9.08	7.9	Chromatin associated protein KTI12
COG2845	11.61	2.64	0.72	0	0.36	0.65	1.98	0.34	0.42	Putative esterase
COG2846	66.78	88.56	63.88	59.15	138.37	114.53	115.56	136.47	98.41	Di-iron-containing protein involved in the repair of iron-sulfur clusters
COG2847	0.38	0.66	0.57	0.55	0.3	0.58	0.99	1.08	1.17	Copper chaperone PCu(A)C
COG2848	175.75	161.43	190.48	147.92	135.38	206.61	162.36	159.87	192.84	Uncharacterised ACR (DUF711)
COG2849	57.98	22.93	18.91	12.76	34.71	33.37	52.24	21.7	24.42	COG NOG22466 non supervised orthologous group
COG2850	7.72	72.3	30.97	99.82	0.68	0.67	0.87	1.28	0.82	Cupin-like domain
COG2851	14.29	8.76	11.63	10.58	10	8.61	12.3	8.21	11.04	TIGRFAM citrate H symporter, CitMHS family
COG2852	44.95	47.74	35.16	34.25	22.47	29.96	26.49	26.8	16.88	Protein conserved in bacteria
COG2853	0.16	0	0	0.03	6.17	6.21	11.25	7.79	8.31	PFAM VacJ family lipoprotein
COG2854	0.14	0	0	0	5.11	7.49	8.88	7.21	7.2	PFAM toluene tolerance family protein
COG2855	130.37	179.46	114.76	223.36	163.51	202.19	150.79	221.71	143.9	PFAM conserved
COG2856	514.06	580.05	544.47	498.19	1056.32	1209.25	1090.31	1045.59	861.37	IrrE N-terminal-like domain
COG2857	14.42	2.94	0.79	0	3.49	4.24	10.22	4.34	6.54	cytochrome c1
COG2859	81.43	72.79	71.32	82.99	137.47	165.32	119.71	171.35	137.45	Protein of unknown function (DUF541)
COG2860	145.59	175.72	142.5	219.49	125.9	101.88	104.57	124.41	105.78	UPF0126 domain
COG2861	13.28	3.91	1.81	1.51	3.69	6.26	11.05	3.91	5.62	Divergent polysaccharide deacetylase
COG2862	0.54	0.41	0.28	0	2.84	3.73	4.71	3.86	4.75	Uncharacterized protein family, UPF0114
COG2863	38.5	8.13	1.81	0.58	6.66	12.08	22.27	9.03	15.76	Cytochrome C oxidase, cbb3-type, subunit III
COG2864	26.63	6.13	2.27	1.26	3.09	6.06	10.19	4.51	6.67	Prokaryotic cytochrome b561
COG2865	1510.36	1475.8	1603.02	1232.39	1877.93	1322.19	1519.08	1670.87	1343.39	Putative ATP-dependent DNA helicase recG C-terminal
COG2866	86.52	86.15	102.18	74.07	135.88	104.94	162.41	94.17	177.89	Zinc carboxypeptidase
COG2867	0	0.01	2.93	1.79	0.23	0.34	0.66	1.05	1.1	Toxic component of a type II toxin-antitoxin (TA) system. Binds to 50S ribosomal subunits, preventing them from associating with 30S subunits to form 70S ribosomes and reducing polysomes. It does not cause ribosomes to dissociate however. The antibiotic paromomycin blocks the anti-association activity of RatA. Overexpression results in inhibition of growth in liquid cultures, and in a decrease in protein translation. The other gene of this operon, ratB, is not the cognate antitoxin in this strain
COG2868	114.25	103.24	114.97	81.23	91.64	101.02	92.29	96.8	87.39	Pfam:Peptidase_C108
COG2869	54.03	52.62	47.38	67.97	87.17	77.97	81.75	90.53	70.46	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
COG2870	53.33	122.73	76.91	145.54	57.28	87.07	72.51	79.69	83.27	ADP-heptose synthase, bifunctional sugar kinase adenylyltransferase
COG2871	135.39	120.28	139.63	134.33	136.24	118.83	108.14	150.86	115.06	PFAM ferredoxin
COG2872	0.84	1.22	1.44	0.84	6.24	6.81	8.34	7.22	3.49	Threonyl and Alanyl tRNA synthetase second additional domain
COG2873	411.96	492.03	455.56	538.65	422.61	482.27	456.95	437.09	514.84	Psort location Cytoplasmic, score
COG2875	45.2	43.09	39.89	42.34	81.9	60.19	71.44	61.95	60.09	precorrin-4 C11-methyltransferase
COG2876	165.95	165.53	167.1	179.29	165.63	158.08	171.56	179.82	142.03	synthase
COG2877	88.64	158.93	104.79	186.21	88.4	89.35	90.24	111.1	77.11	Belongs to the KdsA family
COG2878	189.39	126.77	167.17	177.01	152.84	165.99	180.97	150.41	204.43	Putative Fe-S cluster
COG2879	3.64	0.85	0.28	0	1.03	1.7	4.15	1.09	1.59	Selenoprotein, putative
COG2881	50.71	41.52	64.01	44.75	33.87	69.98	92.74	62.51	140.24	amine dehydrogenase activity
COG2882	100.21	78.05	90.06	71.74	97.57	91.84	106.17	86.16	113.77	Flagellar FliJ protein
COG2884	290.96	240.5	279.64	233.09	244.26	255.59	269.98	266.76	252.71	ATPases associated with a variety of cellular activities
COG2885	901.28	870.84	760.34	1198.24	1284.77	1141.64	1152.23	1410.53	1075.55	NMT1/THI5 like
COG2886	4.26	5	5.33	2.73	6.38	4.53	1.72	7.19	2.65	Uncharacterised protein family (UPF0175)
COG2887	419.15	412.14	377.4	523.87	357.48	433.06	398.14	433.64	418.51	Psort location Cytoplasmic, score
COG2888	13.47	8.41	12.88	4.53	5.77	9.7	19.8	7.93	6.65	Family membership
COG2890	303.96	316.08	320.07	324.94	285.57	372.28	278.21	357.38	282.04	protein-(glutamine-N5) methyltransferase activity
COG2891	109.06	87.23	112.17	60.2	55.08	66.23	53.97	64.36	70.54	rod shape-determining protein MreD
COG2893	94.27	113.29	123.65	83.02	74.82	71.86	48.37	76.14	59.81	PTS system fructose IIA component
COG2894	160.09	117	153.11	121.53	111.55	171.58	149.48	140.38	122.87	Belongs to the ParA family
COG2895	46.82	130.2	79.17	133.96	44.95	34.47	51.14	33.44	34.16	Catalyzes the synthesis of activated sulfate
COG2896	234.04	177.62	209.49	142.47	173.2	125.7	226.97	136.17	135.35	4Fe-4S single cluster domain
COG2897	12.11	11.25	13.19	9.88	12.08	10.92	13.58	10.83	14.6	domain protein
COG2898	108.18	91.39	118.62	88.84	81.97	102.41	131.29	70.99	168.67	Psort location CytoplasmicMembrane, score
COG2899	1.79	1.34	0.67	0	0.17	0.31	0.37	0.59	0.14	integral membrane protein
COG2900	0	0	0	0	0.11	0.07	0.19	0.79	0.64	SlyX
COG2901	0.55	0.41	0.18	0	0	0.09	0.45	0.37	0.45	Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters
COG2902	1.12	0.96	0.39	0.01	0.11	0.15	0.46	0.34	0.56	Bacterial NAD-glutamate dehydrogenase
COG2904	0.59	0.41	0.35	0	0.51	1.67	0.92	1.22	0.63	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1)
COG2905	13.16	5.57	2.89	0.58	1.72	2.23	1.75	3	2.4	Putative nucleotidyltransferase substrate binding domain
COG2906	1.06	0.92	0.63	0.28	2.62	2.76	1.2	5.53	3.01	BFD-like [2Fe-2S] binding domain
COG2907	0	0	0	0	0.23	0.27	0.24	0.53	0.75	Flavin containing amine oxidoreductase
COG2908	176.29	203.8	191.14	233.71	162.26	194.03	143.8	210.41	136.71	Calcineurin-like phosphoesterase superfamily domain
COG2909	163.2	125.41	143.25	119.67	102.95	112.79	150.69	94.28	80.93	trisaccharide binding
COG2910	86.02	61.01	66.82	61.26	34.01	23.37	18.84	26.37	25.5	NAD(P)H-binding
COG2911	360.93	833.12	495.79	1112.8	545.16	474.23	452.89	568.35	467.92	domain, Protein
