ContigID	Length	Type	Taxonomy	Host	Lifestyle
Nd_1__441	6896	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Colwellia psychrerythraea	virulent
Nd_1__445	8078	non-phage	NA	NA	NA
Nd_1__448	5314	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
Nd_1__449	5186	non-phage	NA	NA	NA
Nd_1__45	2856	phage	unknown	unknown	temperate
Nd_1__455	2302	phage	unknown	unknown	virulent
Nd_1__458	4343	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__459	2417	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Demerecviridae	unknown	virulent
Nd_1__463	8703	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__466	4789	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Herelleviridae	Colwellia psychrerythraea	virulent
Nd_1__470	12771	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__473	6803	phage	unknown	Rhodococcus hoagii	virulent
Nd_1__495	17757	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Chaseviridae	Colwellia psychrerythraea	virulent
Nd_1__508	8219	non-phage	NA	NA	NA
Nd_1__524	17586	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__531	13272	non-phage	NA	NA	NA
Nd_1__543	4017	non-phage	NA	NA	NA
Nd_1__546	2472	non-phage	NA	NA	NA
Nd_1__547	2669	phage	unknown	Pyrobaculum arsenaticum	virulent
Nd_1__557	2434	non-phage	NA	NA	NA
Nd_1__574	3679	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	unknown	temperate
Nd_1__577	5891	non-phage	NA	NA	NA
Nd_1__59	4362	non-phage	NA	NA	NA
Nd_1__597	2087	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__6	2333	non-phage	NA	NA	NA
Nd_1__602	8718	non-phage	NA	NA	NA
Nd_1__608	3164	non-phage	NA	NA	NA
Nd_1__617	4632	non-phage	NA	NA	NA
Nd_1__619	11583	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__622	2829	non-phage	NA	NA	NA
Nd_1__647	7076	phage	unknown	unknown	temperate
Nd_1__678	2143	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__68	2924	non-phage	NA	NA	NA
Nd_1__692	11180	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_1__696	9612	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__697	3133	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__699	3320	phage	unknown	unknown	virulent
Nd_1__724	3145	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__733	7226	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
Nd_1__76	4744	non-phage	NA	NA	NA
Nd_1__763	2665	non-phage	NA	NA	NA
Nd_1__767	4959	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__771	4380	phage	unknown	unknown	temperate
Nd_1__775	17667	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Colwellia psychrerythraea	temperate
Nd_1__8	2237	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__804	2215	phage	unknown	unknown	virulent
Nd_1__805	3312	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	virulent
Nd_1__812	2923	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__849	3351	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__865	5793	non-phage	NA	NA	NA
Nd_1__866	2075	phage	unknown	unknown	temperate
Nd_1__873	5938	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_1__877	6228	non-phage	NA	NA	NA
Nd_1__88	6383	non-phage	NA	NA	NA
Nd_1__882	2677	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_1__885	3790	non-phage	NA	NA	NA
Nd_1__890	13318	non-phage	NA	NA	NA
Nd_1__897	19705	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Croceibacter atlanticus	virulent
Nd_1__902	19769	non-phage	NA	NA	NA
Nd_1__912	2553	non-phage	NA	NA	NA
Nd_1__914	13452	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__927	3712	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__931	3179	phage	unknown	Dinoroseobacter shibae	temperate
Nd_1__954	3081	phage	unknown	Colwellia psychrerythraea	virulent
Nd_1__958	2832	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__967	7242	phage	unknown	Colwellia psychrerythraea	temperate
Nd_1__973	2834	non-phage	NA	NA	NA
Nd_1__98	16076	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_1__982	2309	non-phage	NA	NA	NA
Nd_1__985	11335	non-phage	NA	NA	NA
Nd_1__988	4938	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1000	12489	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Demerecviridae	unknown	virulent
Nd_2__1004	22763	phage	unknown	Alteromonas macleodii	virulent
Nd_2__1007	3275	non-phage	NA	NA	NA
Nd_2__1028	13690	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_2__1031	2024	non-phage	NA	NA	NA
Nd_2__1046	2560	non-phage	NA	NA	NA
Nd_2__1048	3844	phage	unknown	unknown	virulent
Nd_2__105	3087	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1050	18514	phage	unknown	Clostridium perfringens	temperate
Nd_2__1062	2518	non-phage	NA	NA	NA
Nd_2__1064	2270	non-phage	NA	NA	NA
Nd_2__107	3766	non-phage	NA	NA	NA
Nd_2__1079	2499	phage	unknown	unknown	virulent
Nd_2__1080	6594	non-phage	NA	NA	NA
Nd_2__1092	6397	non-phage	NA	NA	NA
Nd_2__1106	2240	non-phage	NA	NA	NA
Nd_2__1107	2019	non-phage	NA	NA	NA
Nd_2__1112	3516	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_2__1113	3355	non-phage	NA	NA	NA
Nd_2__1129	5190	non-phage	NA	NA	NA
Nd_2__1136	8356	non-phage	NA	NA	NA
Nd_2__115	4672	non-phage	NA	NA	NA
Nd_2__1154	4002	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1161	14421	non-phage	NA	NA	NA
Nd_2__1163	3443	non-phage	NA	NA	NA
Nd_2__1164	2600	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1169	2085	non-phage	NA	NA	NA
Nd_2__1175	2032	non-phage	NA	NA	NA
Nd_2__1192	2155	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1197	6237	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1201	33542	phage	unknown	Bacteroides mediterraneensis	virulent
Nd_2__1219	2976	phage	unknown	unknown	temperate
Nd_2__1228	2434	phage	unknown	unknown	temperate
Nd_2__123	6018	non-phage	NA	NA	NA
Nd_2__1231	3799	phage	unknown	unknown	virulent
Nd_2__1235	2598	non-phage	NA	NA	NA
Nd_2__1245	2483	phage	unknown	unknown	temperate
Nd_2__1248	3676	non-phage	NA	NA	NA
Nd_2__1249	2679	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__1257	4912	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Colwellia psychrerythraea	virulent
Nd_2__127	2473	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1282	4381	phage	unknown	unknown	temperate
Nd_2__1286	2284	non-phage	NA	NA	NA
Nd_2__1289	2121	phage	unknown	unknown	temperate
Nd_2__1290	15353	phage	unknown	Alteromonas macleodii	virulent
Nd_2__1291	2161	phage	unknown	unknown	temperate
Nd_2__1313	4789	non-phage	NA	NA	NA
Nd_2__132	3688	non-phage	NA	NA	NA
Nd_2__1329	6976	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_2__1332	11544	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	virulent
Nd_2__1337	3787	non-phage	NA	NA	NA
Nd_2__134	6404	phage	unknown	unknown	temperate
Nd_2__1343	2079	non-phage	NA	NA	NA
Nd_2__1348	3158	phage	unknown	unknown	temperate
Nd_2__1352	11224	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Porphyromonadaceae bacterium	virulent
Nd_2__136	6408	non-phage	NA	NA	NA
Nd_2__1380	2567	phage	unknown	unknown	temperate
Nd_2__1387	9927	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__140	2121	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1416	4635	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1420	2489	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__1438	3044	non-phage	NA	NA	NA
Nd_2__1457	2313	non-phage	NA	NA	NA
Nd_2__1466	6246	non-phage	NA	NA	NA
Nd_2__1470	17928	phage	unknown	Lactobacillus fermentum	virulent
Nd_2__1477	5940	non-phage	NA	NA	NA
Nd_2__1489	6108	non-phage	NA	NA	NA
Nd_2__1498	7681	phage	unknown	Porphyromonadaceae bacterium	virulent
Nd_2__1504	9624	non-phage	NA	NA	NA
Nd_2__151	5475	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__1515	2186	phage	unknown	unknown	temperate
Nd_2__1517	8218	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__154	2110	non-phage	NA	NA	NA
Nd_2__1557	5852	non-phage	NA	NA	NA
Nd_2__1563	24810	phage	unknown	Lactobacillus fermentum	virulent
Nd_2__1564	2316	non-phage	NA	NA	NA
Nd_2__1571	7859	phage	unknown	unknown	virulent
Nd_2__1572	3778	non-phage	NA	NA	NA
Nd_2__1577	3305	phage	unknown	unknown	virulent
Nd_2__1585	3784	non-phage	NA	NA	NA
Nd_2__1593	13813	non-phage	NA	NA	NA
Nd_2__1596	2915	non-phage	NA	NA	NA
Nd_2__1612	4400	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1614	3164	non-phage	NA	NA	NA
Nd_2__1623	2495	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1624	2778	non-phage	NA	NA	NA
Nd_2__1625	3424	non-phage	NA	NA	NA
Nd_2__1628	4071	phage	unknown	unknown	temperate
Nd_2__1633	6885	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1634	10795	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	temperate
Nd_2__1639	2211	non-phage	NA	NA	NA
Nd_2__1642	2280	non-phage	NA	NA	NA
Nd_2__1651	5141	non-phage	NA	NA	NA
Nd_2__1653	2882	non-phage	NA	NA	NA
Nd_2__1660	7880	non-phage	NA	NA	NA
Nd_2__1687	2435	phage	unknown	unknown	temperate
Nd_2__1691	5213	phage	unknown	Clostridium sp. MSTE9	virulent
Nd_2__1692	2520	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__1694	2158	non-phage	NA	NA	NA
Nd_2__1695	2694	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1698	2199	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
Nd_2__1701	6131	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__1707	2256	non-phage	NA	NA	NA
Nd_2__1711	8063	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	virulent
Nd_2__1712	2381	phage	unknown	unknown	temperate
Nd_2__1716	4851	non-phage	NA	NA	NA
Nd_2__1736	2789	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1749	3049	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1760	3969	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1768	6144	phage	unknown	Lactobacillus fermentum	temperate
Nd_2__1779	4084	non-phage	NA	NA	NA
Nd_2__1781	2099	non-phage	NA	NA	NA
Nd_2__1795	6514	non-phage	NA	NA	NA
Nd_2__1807	18364	non-phage	NA	NA	NA
Nd_2__1823	3625	phage	unknown	unknown	temperate
Nd_2__1824	2146	non-phage	NA	NA	NA
Nd_2__1826	12186	non-phage	NA	NA	NA
Nd_2__183	2885	non-phage	NA	NA	NA
Nd_2__1846	3350	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1853	2564	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1854	3358	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	temperate
Nd_2__186	3467	phage	unknown	unknown	temperate
Nd_2__1862	2027	non-phage	NA	NA	NA
Nd_2__1866	2117	non-phage	NA	NA	NA
Nd_2__1869	12529	non-phage	NA	NA	NA
Nd_2__1888	3425	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	unknown	virulent
Nd_2__189	8168	non-phage	NA	NA	NA
Nd_2__1891	2042	non-phage	NA	NA	NA
Nd_2__1897	5116	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1898	2846	non-phage	NA	NA	NA
Nd_2__191	2786	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__1911	2132	non-phage	NA	NA	NA
Nd_2__1913	6493	phage	unknown	Croceibacter atlanticus	virulent
Nd_2__1916	4338	non-phage	NA	NA	NA
Nd_2__192	2545	non-phage	NA	NA	NA
Nd_2__193	5560	phage	unknown	unknown	virulent
Nd_2__1931	14537	non-phage	NA	NA	NA
Nd_2__1939	11250	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__1940	12237	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_2__1946	6156	phage	unknown	Rhodococcus hoagii	virulent
Nd_2__1957	5980	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__196	12938	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Kyanoviridae	unknown	temperate
Nd_2__1961	5012	non-phage	NA	NA	NA
Nd_2__1975	32861	non-phage	NA	NA	NA
Nd_2__1977	11587	phage	unknown	unknown	temperate
Nd_2__1978	3006	phage	unknown	Clostridioides difficile	temperate
Nd_2__1983	2455	non-phage	NA	NA	NA
Nd_2__1989	6145	phage	unknown	unknown	temperate
Nd_2__1992	3989	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Pyrobaculum arsenaticum	temperate
Nd_2__200	4340	phage	unknown	unknown	virulent
Nd_2__2029	2904	non-phage	NA	NA	NA
Nd_2__2030	30088	non-phage	NA	NA	NA
Nd_2__2039	2216	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2040	5890	non-phage	NA	NA	NA
Nd_2__2049	12804	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	temperate
Nd_2__2076	4129	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2084	5063	non-phage	NA	NA	NA
Nd_2__2105	2035	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2111	4593	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2112	3068	non-phage	NA	NA	NA
Nd_2__2133	27783	non-phage	NA	NA	NA
Nd_2__2137	6123	non-phage	NA	NA	NA
Nd_2__2139	3560	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Herelleviridae	Colwellia psychrerythraea	virulent
Nd_2__2141	4062	non-phage	NA	NA	NA
Nd_2__2148	3369	phage	unknown	unknown	temperate
Nd_2__2152	2295	non-phage	NA	NA	NA
Nd_2__2158	4135	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2163	2663	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2176	2370	non-phage	NA	NA	NA
Nd_2__2178	2461	non-phage	NA	NA	NA
Nd_2__2186	4331	non-phage	NA	NA	NA
Nd_2__2191	2826	non-phage	NA	NA	NA
Nd_2__2202	2741	non-phage	NA	NA	NA
Nd_2__2226	2082	phage	unknown	unknown	virulent
Nd_2__2235	2290	non-phage	NA	NA	NA
Nd_2__2251	2827	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Colwellia psychrerythraea	temperate
Nd_2__2254	2493	phage	unknown	unknown	temperate
Nd_2__2262	2249	phage	unknown	unknown	temperate
Nd_2__2263	2990	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2265	3153	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	temperate
Nd_2__2267	5153	non-phage	NA	NA	NA
Nd_2__2300	5345	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2301	6348	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2303	6099	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2306	5396	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
Nd_2__2309	2069	phage	unknown	unknown	temperate
Nd_2__2323	2109	phage	unknown	unknown	virulent
Nd_2__2330	2901	non-phage	NA	NA	NA
Nd_2__2350	2561	non-phage	NA	NA	NA
Nd_2__2351	2710	non-phage	NA	NA	NA
Nd_2__2357	15886	non-phage	NA	NA	NA
Nd_2__2362	2059	non-phage	NA	NA	NA
Nd_2__2364	10589	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2367	3553	non-phage	NA	NA	NA
Nd_2__2370	3223	phage	unknown	unknown	virulent
Nd_2__2377	3474	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__238	5889	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2403	3479	non-phage	NA	NA	NA
Nd_2__2418	3094	phage	unknown	unknown	virulent
Nd_2__243	4262	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Guelinviridae	unknown	virulent
Nd_2__2437	2797	non-phage	NA	NA	NA
Nd_2__2444	2061	non-phage	NA	NA	NA
Nd_2__2457	2202	non-phage	NA	NA	NA
Nd_2__2459	2339	non-phage	NA	NA	NA
Nd_2__2461	6127	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	virulent
Nd_2__2463	9385	phage	unknown	Clostridium tetani	temperate
Nd_2__2466	7895	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2475	4316	non-phage	NA	NA	NA
Nd_2__248	23409	phage	unknown	Alteromonas macleodii	virulent
Nd_2__2493	15129	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2495	4337	phage	unknown	unknown	virulent
Nd_2__2496	4384	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2497	2912	phage	unknown	unknown	temperate
Nd_2__2508	8420	phage	unknown	unknown	temperate
Nd_2__2510	3741	non-phage	NA	NA	NA
Nd_2__2528	20403	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2542	9400	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2549	11542	non-phage	NA	NA	NA
Nd_2__2557	2120	non-phage	NA	NA	NA
Nd_2__2562	14166	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zierdtviridae	Croceibacter atlanticus	temperate
Nd_2__2566	2406	non-phage	NA	NA	NA
Nd_2__2586	3169	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2594	2195	non-phage	NA	NA	NA
Nd_2__2597	2693	non-phage	NA	NA	NA
Nd_2__2636	2759	non-phage	NA	NA	NA
Nd_2__2638	4986	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2642	4135	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zobellviridae	Colwellia psychrerythraea	virulent
Nd_2__265	8978	non-phage	NA	NA	NA
Nd_2__2650	18934	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Paenibacillus larvae	virulent
Nd_2__2671	6243	non-phage	NA	NA	NA
Nd_2__2679	42540	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	temperate
Nd_2__2685	2654	phage	unknown	unknown	temperate
Nd_2__269	3069	non-phage	NA	NA	NA
Nd_2__2692	61429	non-phage	NA	NA	NA
Nd_2__2696	60379	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Vibrio splendidus	temperate
Nd_2__2698	7374	non-phage	NA	NA	NA
Nd_2__2699	4737	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	temperate
Nd_2__2702	57243	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Acinetobacter baumannii	virulent
Nd_2__2719	2347	phage	unknown	Odoribacter splanchnicus	virulent
Nd_2__2726	5831	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	virulent
Nd_2__2728	2701	non-phage	NA	NA	NA
Nd_2__2729	3814	non-phage	NA	NA	NA
Nd_2__2741	4196	non-phage	NA	NA	NA
Nd_2__2745	5622	non-phage	NA	NA	NA
Nd_2__2753	2235	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__276	7333	non-phage	NA	NA	NA
Nd_2__2770	2847	non-phage	NA	NA	NA
Nd_2__2779	4898	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	bacterium J10(2018)	virulent
Nd_2__279	2080	non-phage	NA	NA	NA
Nd_2__2803	10481	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Colwellia psychrerythraea	virulent
Nd_2__281	7314	non-phage	NA	NA	NA
Nd_2__2813	2322	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2821	13235	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2824	3933	phage	unknown	unknown	temperate
Nd_2__2826	7788	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2833	5215	non-phage	NA	NA	NA
Nd_2__2840	3121	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2848	5089	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
Nd_2__2849	13218	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2853	5376	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2857	3207	non-phage	NA	NA	NA
Nd_2__286	2825	phage	unknown	Dinoroseobacter shibae	virulent
Nd_2__2860	2535	phage	unknown	unknown	temperate
Nd_2__2870	3054	phage	unknown	unknown	virulent
Nd_2__2889	2030	phage	unknown	unknown	virulent
Nd_2__29	2025	phage	unknown	Dinoroseobacter shibae	temperate
Nd_2__2904	3761	phage	unknown	unknown	virulent
Nd_2__2905	8762	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__291	21031	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_2__2910	2675	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2918	4470	phage	unknown	unknown	temperate
Nd_2__2923	2230	phage	unknown	unknown	temperate
Nd_2__2924	2056	phage	unknown	unknown	virulent
Nd_2__2934	22436	phage	unknown	Alteromonas macleodii	virulent
Nd_2__2965	2573	phage	unknown	Colwellia psychrerythraea	temperate
Nd_2__2975	16861	non-phage	NA	NA	NA
Nd_2__2977	2175	non-phage	NA	NA	NA
Nd_2__298	16067	phage	unknown	Colwellia psychrerythraea	virulent
Nd_2__2984	3350	non-phage	NA	NA	NA
Nd_2__3002	8786	phage	unknown	unknown	temperate
Nd_2__3004	2537	non-phage	NA	NA	NA
Nd_2__3012	2133	non-phage	NA	NA	NA
Nd_2__3018	2427	non-phage	NA	NA	NA
Nd_2__3025	5723	non-phage	NA	NA	NA
Nd_2__3030	27624	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Rhodococcus hoagii	temperate
Nd_2__3031	6981	non-phage	NA	NA	NA
Nd_2__3033	26100	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Glaesserella parasuis	temperate
